time_min,temperature_C,conversion_pct
36,132,21.87768
37,132,22.41162
38,132,22.94191
39,132,23.46858
40,132,23.99165
41,132,24.51115
42,132,25.02709
43,132,25.53951
44,132,26.04843
45,132,26.55387
46,132,27.05585
47,132,27.5544
48,132,28.04955
49,132,28.54131
50,132,29.02971
51,132,29.51477
52,132,29.99651
53,132,30.47497
54,132,30.95015
55,132,31.42209
56,132,31.8908
57,132,32.3563
58,132,32.81863
59,132,33.27779
60,132,33.73382
0,134,0.0
1,134,0.74533
2,134,1.48511
3,134,2.21937
4,134,2.94816
5,134,3.67152
6,134,4.38949
7,134,5.1021
8,134,5.80941
9,134,6.51144
10,134,7.20824
11,134,7.89985
12,134,8.5863
13,134,9.26764
14,134,9.94389
15,134,10.61511
16,134,11.28132
17,134,11.94257
18,134,12.59889
19,134,13.25032
20,134,13.8969
21,134,14.53865
22,134,15.17562
23,134,15.80784
24,134,16.43536
25,134,17.05819
26,134,17.67638
27,134,18.28997
28,134,18.89898
29,134,19.50345
30,134,20.10342
31,134,20.69891
32,134,21.28997
33,134,21.87662
34,134,22.4589
35,134,23.03684
36,134,23.61047
37,134,24.17982
38,134,24.74493
39,134,25.30583
40,134,25.86255
41,134,26.41512
42,134,26.96358
43,134,27.50794
44,134,28.04825
45,134,28.58453
46,134,29.11681
47,134,29.64512
48,134,30.1695
49,134,30.68997
50,134,31.20656
51,134,31.7193
52,134,32.22822
53,134,32.73334
54,134,33.2347
55,134,33.73233
56,134,34.22624
57,134,34.71647
58,134,35.20305
59,134,35.68601
60,134,36.16536
0,136,0.0
1,136,0.81277
2,136,1.61893
3,136,2.41854
4,136,3.21166
5,136,3.99832
6,136,4.77859
7,136,5.55252
8,136,6.32016
9,136,7.08156
10,136,7.83678
11,136,8.58585
12,136,9.32884
13,136,10.06578
14,136,10.79674
15,136,11.52176
16,136,12.24088
17,136,12.95416
18,136,13.66164
19,136,14.36337
20,136,15.0594
21,136,15.74977
22,136,16.43453
23,136,17.11373
24,136,17.7874
25,136,18.4556
26,136,19.11837
27,136,19.77575
28,136,20.42779
29,136,21.07452
30,136,21.71601
31,136,22.35227
32,136,22.98337
33,136,23.60934
34,136,24.23022
35,136,24.84605
36,136,25.45688
37,136,26.06274
38,136,26.66368
39,136,27.25974
40,136,27.85095
41,136,28.43735
42,136,29.01899
43,136,29.5959
44,136,30.16813
45,136,30.7357
46,136,31.29866
47,136,31.85704
48,136,32.41088
49,136,32.96023
50,136,33.50511
51,136,34.04556
52,136,34.58161
53,136,35.11331
54,136,35.64069
55,136,36.16379
56,136,36.68263
57,136,37.19725
58,136,37.70769
59,136,38.21399
60,136,38.71616
0,138,0.0
1,138,0.88628
2,138,1.76471
3,138,2.63535
4,138,3.49827
5,138,4.35355
6,138,5.20124
7,138,6.04142
8,138,6.87416
9,138,7.69952
10,138,8.51756
11,138,9.32835
12,138,10.13195
13,138,10.92844
14,138,11.71786
15,138,12.50029
16,138,13.27578
17,138,14.0444
18,138,14.80621
19,138,15.56126
20,138,16.30963
21,138,17.05136
22,138,17.78652
23,138,18.51516
24,138,19.23734
25,138,19.95313
26,138,20.66257
27,138,21.36572
28,138,22.06264
29,138,22.75338
30,138,23.438
31,138,24.11656
32,138,24.7891
33,138,25.45568
34,138,26.11635
35,138,26.77117
36,138,27.42018
37,138,28.06344
38,138,28.701
39,138,29.33291
40,138,29.95922
41,138,30.57997
42,138,31.19523
43,138,31.80503
44,138,32.40943
45,138,33.00847
46,138,33.60221
47,138,34.19068
48,138,34.77393
49,138,35.35202
50,138,35.92498
51,138,36.49287
52,138,37.05572
53,138,37.61358
54,138,38.1665
55,138,38.71452
56,138,39.25768
57,138,39.79603
58,138,40.3296
59,138,40.85845
60,138,41.38261
0,140,0.0
1,140,0.96641
2,140,1.92348
3,140,2.8713
4,140,3.80996
5,140,4.73954
6,140,5.66015
7,140,6.57186
8,140,7.47475
9,140,8.36893
10,140,9.25446
11,140,10.13143
12,140,10.99992
13,140,11.86003
14,140,12.71182
15,140,13.55538
16,140,14.39079
17,140,15.21812
18,140,16.03746
19,140,16.84888
20,140,17.65246
21,140,18.44827
22,140,19.2364
23,140,20.0169
24,140,20.78987
25,140,21.55536
26,140,22.31345
27,140,23.06422
28,140,23.80774
29,140,24.54407
30,140,25.27328
31,140,25.99544
32,140,26.71063
33,140,27.4189
34,140,28.12033
35,140,28.81498
36,140,29.50292
37,140,30.18421
38,140,30.85892
39,140,31.5271
40,140,32.18883
41,140,32.84416
42,140,33.49316
43,140,34.13589
44,140,34.7724
45,140,35.40277
46,140,36.02704
47,140,36.64528
48,140,37.25755
49,140,37.86389
50,140,38.46438
51,140,39.05907
52,140,39.64801
53,140,40.23125
54,140,40.80886
55,140,41.38089
56,140,41.94739
57,140,42.50842
58,140,43.06402
59,140,43.61425
60,140,44.15917
0,142,0.0
1,142,1.05374
2,142,2.09638
3,142,3.12803
4,142,4.14881
5,142,5.15883
6,142,6.15821
7,142,7.14706
8,142,8.12549
9,142,9.09361
10,142,10.05153
11,142,10.99936
12,142,11.93719
13,142,12.86515
14,142,13.78332
15,142,14.69182
16,142,15.59075
17,142,16.48021
18,142,17.36029
19,142,18.2311
20,142,19.09273
21,142,19.94528
22,142,20.78885
23,142,21.62353
24,142,22.44942
25,142,23.2666
26,142,24.07517
27,142,24.87522
28,142,25.66685
29,142,26.45012
30,142,27.22515
31,142,27.99201
32,142,28.75079
33,142,29.50157
34,142,30.24444
35,142,30.97948
36,142,31.70678
37,142,32.42642
38,142,33.13847
39,142,33.84301
40,142,34.54014
41,142,35.22991
42,142,35.91242
43,142,36.58774
44,142,37.25594
45,142,37.9171
46,142,38.5713
47,142,39.2186
48,142,39.85907
49,142,40.4928
50,142,41.11986
51,142,41.7403
52,142,42.35421
53,142,42.96164
54,142,43.56268
55,142,44.15738
56,142,44.74582
57,142,45.32806
58,142,45.90416
59,142,46.47419
60,142,47.03821
0,144,0.0
1,144,1.14892
2,144,2.28464
3,144,3.40731
4,144,4.51709
5,144,5.61411
6,144,6.69853
7,144,7.77049
8,144,8.83013
9,144,9.8776
10,144,10.91304
11,144,11.93658
12,144,12.94836
13,144,13.94851
14,144,14.93718
15,144,15.91448
16,144,16.88056
17,144,17.83553
18,144,18.77954
19,144,19.7127
20,144,20.63513
21,144,21.54697
22,144,22.44834
23,144,23.33935
24,144,24.22012
25,144,25.09077
26,144,25.95141
27,144,26.80217
28,144,27.64316
29,144,28.47448
30,144,29.29625
31,144,30.10858
32,144,30.91158
33,144,31.70535
34,144,32.49
35,144,33.26564
36,144,34.03237
37,144,34.79028
38,144,35.53949
39,144,36.28009
40,144,37.01218
41,144,37.73586
42,144,38.45123
43,144,39.15837
44,144,39.8574
45,144,40.54839
46,144,41.23144
47,144,41.90664
48,144,42.57409
49,144,43.23387
50,144,43.88607
51,144,44.53077
52,144,45.16807
53,144,45.79805
54,144,46.42078
55,144,47.03637
56,144,47.64488
57,144,48.2464
58,144,48.841
59,144,49.42878
60,144,50.0098
0,146,0.0
1,146,1.25264
2,146,2.4896
3,146,3.71105
4,146,4.91721
5,146,6.10826
6,146,7.28439
7,146,8.44578
8,146,9.59263
9,146,10.72511
10,146,11.84341
11,146,12.9477
12,146,14.03815
13,146,15.11495
14,146,16.17825
15,146,17.22824
16,146,18.26507
17,146,19.28892
18,146,20.29994
19,146,21.2983
20,146,22.28415
21,146,23.25765
22,146,24.21896
23,146,25.16823
24,146,26.1056
25,146,27.03124
26,146,27.94528
27,146,28.84786
28,146,29.73915
29,146,30.61926
30,146,31.48836
31,146,32.34656
32,146,33.19402
33,146,34.03086
34,146,34.85722
35,146,35.67323
36,146,36.47901
37,146,37.2747
38,146,38.06043
39,146,38.83631
40,146,39.60247
41,146,40.35904
42,146,41.10612
43,146,41.84385
44,146,42.57234
45,146,43.29171
46,146,44.00206
47,146,44.70351
48,146,45.39618
49,146,46.08017
50,146,46.7556
51,146,47.42256
52,146,48.08117
53,146,48.73152
54,146,49.37374
55,146,50.0079
56,146,50.63412
57,146,51.2525
58,146,51.86313
59,146,52.46612
60,146,53.06155
0,148,0.0
1,148,1.36566
2,148,2.71268
3,148,4.0413
4,148,5.35177
5,148,6.64435
6,148,7.91927
7,148,9.17679
8,148,10.41713
9,148,11.64053
10,148,12.84722
11,148,14.03744
12,148,15.2114
13,148,16.36932
14,148,17.51144
15,148,18.63796
16,148,19.74909
17,148,20.84505
18,148,21.92604
19,148,22.99227
20,148,24.04393
21,148,25.08124
22,148,26.10438
23,148,27.11354
24,148,28.10893
25,148,29.09072
26,148,30.0591
27,148,31.01426
28,148,31.95637
29,148,32.88562
30,148,33.80218
31,148,34.70622
32,148,35.59791
33,148,36.47743
34,148,37.34493
35,148,38.20059
36,148,39.04456
37,148,39.87701
38,148,40.69809
39,148,41.50795
40,148,42.30676
41,148,43.09466
42,148,43.87179
43,148,44.63831
44,148,45.39437
45,148,46.1401
46,148,46.87564
47,148,47.60115
48,148,48.31674
49,148,49.02256
50,148,49.71874
51,148,50.40541
52,148,51.08271
53,148,51.75075
54,148,52.40968
55,148,53.0596
56,148,53.70065
57,148,54.33294
58,148,54.9566
59,148,55.57174
60,148,56.17848
0,150,0.0
1,150,1.48881
2,150,2.95545
3,150,4.40025
4,150,5.82355
5,150,7.22565
6,150,8.60688
7,150,9.96755
8,150,11.30796
9,150,12.62841
10,150,13.9292
11,150,15.21063
12,150,16.47298
13,150,17.71653
14,150,18.94158
15,150,20.14838
16,150,21.33721
17,150,22.50835
18,150,23.66205
19,150,24.79857
20,150,25.91818
21,150,27.02111
22,150,28.10763
23,150,29.17796
24,150,30.23237
25,150,31.27107
26,150,32.29431
27,150,33.30232
28,150,34.29532
29,150,35.27353
30,150,36.23718
31,150,37.18649
32,150,38.12166
33,150,39.04291
34,150,39.95044
35,150,40.84446
36,150,41.72517
37,150,42.59277
38,150,43.44746
39,150,44.28941
40,150,45.11884
41,150,45.93591
42,150,46.74082
43,150,47.53375
44,150,48.31487
45,150,49.08436
46,150,49.84239
47,150,50.58914
48,150,51.32477
49,150,52.04945
50,150,52.76334
51,150,53.46661
52,150,54.1594
53,150,54.84188
54,150,55.51419
55,150,56.1765
56,150,56.82895
57,150,57.47168
58,150,58.10485
59,150,58.72858
60,150,59.34303
0,152,0.0
1,152,1.62296
2,152,3.21958
3,152,4.79029
4,152,6.3355
5,152,7.85564
6,152,9.3511
7,152,10.8223
8,152,12.26962
9,152,13.69345
10,152,15.09417
11,152,16.47215
12,152,17.82778
13,152,19.1614
14,152,20.47338
15,152,21.76406
16,152,23.0338
17,152,24.28293
18,152,25.51179
19,152,26.7207
20,152,27.90999
21,152,29.07999
22,152,30.23099
23,152,31.36331
24,152,32.47726
25,152,33.57313
26,152,34.65121
27,152,35.71179
28,152,36.75516
29,152,37.7816
30,152,38.79138
31,152,39.78477
32,152,40.76204
33,152,41.72345
34,152,42.66925
35,152,43.59971
36,152,44.51506
37,152,45.41556
38,152,46.30144
39,152,47.17295
40,152,48.03031
41,152,48.87376
42,152,49.70352
43,152,50.51981
44,152,51.32285
45,152,52.11286
46,152,52.89005
47,152,53.65463
48,152,54.40679
49,152,55.14675
50,152,55.8747
51,152,56.59084
52,152,57.29535
53,152,57.98843
54,152,58.67026
55,152,59.34103
56,152,60.00091
57,152,60.65007
58,152,61.28871
59,152,61.91698
60,152,62.53505
0,154,0.0
1,154,1.76909
2,154,3.50689
3,154,5.21394
4,154,6.89079
5,154,8.53798
6,154,10.15603
7,154,11.74545
8,154,13.30676
9,154,14.84044
10,154,16.34699
11,154,17.82689
12,154,19.28061
13,154,20.70861
14,154,22.11135
15,154,23.48927
16,154,24.84282
17,154,26.17242
18,154,27.4785
19,154,28.76147
20,154,30.02174
21,154,31.25972
22,154,32.4758
23,154,33.67037
24,154,34.8438
25,154,35.99648
26,154,37.12876
27,154,38.24101
28,154,39.33358
29,154,40.40683
30,154,41.46109
31,154,42.49669
32,154,43.51398
33,154,44.51327
34,154,45.49488
35,154,46.45913
36,154,47.40631
37,154,48.33675
38,154,49.25072
39,154,50.14852
40,154,51.03044
41,154,51.89675
42,154,52.74775
43,154,53.58368
44,154,54.40483
45,154,55.21145
46,154,56.0038
47,154,56.78213
48,154,57.5467
49,154,58.29774
50,154,59.03549
51,154,59.76019
52,154,60.47207
53,154,61.17135
54,154,61.85827
55,154,62.53303
56,154,63.19586
57,154,63.84696
58,154,64.48654
59,154,65.1148
60,154,65.73195
0,156,0.0
1,156,1.92825
2,156,3.81933
3,156,5.67393
4,156,7.49278
5,156,9.27656
6,156,11.02593
7,156,12.74158
8,156,14.42414
9,156,16.07426
10,156,17.69257
11,156,19.27966
12,156,20.83616
13,156,22.36264
14,156,23.85968
15,156,25.32786
16,156,26.76773
17,156,28.17983
18,156,29.56471
19,156,30.92288
20,156,32.25486
21,156,33.56116
22,156,34.84227
23,156,36.09868
24,156,37.33086
25,156,38.53928
26,156,39.7244
27,156,40.88666
28,156,42.02652
29,156,43.1444
30,156,44.24072
31,156,45.3159
32,156,46.37034
33,156,47.40446
34,156,48.41864
35,156,49.41326
36,156,50.3887
37,156,51.34533
38,156,52.28352
39,156,53.20361
40,156,54.10596
41,156,54.99092
42,156,55.85881
43,156,56.70996
44,156,57.5447
45,156,58.36335
46,156,59.16621
47,156,59.95359
48,156,60.72579
49,156,61.48309
50,156,62.2258
51,156,62.95418
52,156,63.66852
53,156,64.36908
54,156,65.05613
55,156,65.72994
56,156,66.39075
57,156,67.03883
58,156,67.6744
59,156,68.29772
60,156,68.90902
0,158,0.0
1,158,2.10158
2,158,4.159
3,158,6.17317
4,158,8.14502
5,158,10.07543
6,158,11.96527
7,158,13.81539
8,158,15.62663
9,158,17.3998
10,158,19.13571
11,158,20.83514
12,158,22.49885
13,158,24.1276
14,158,25.72212
15,158,27.28313
16,158,28.81134
17,158,30.30743
18,158,31.77207
19,158,33.20594
20,158,34.60967
21,158,35.9839
22,158,37.32925
23,158,38.64633
24,158,39.93573
25,158,41.19802
26,158,42.4338
27,158,43.6436
28,158,44.82797
29,158,45.98746
30,158,47.12257
31,158,48.23384
32,158,49.32175
33,158,50.38679
34,158,51.42945
35,158,52.4502
36,158,53.4495
37,158,54.4278
38,158,55.38553
39,158,56.32314
40,158,57.24105
41,158,58.13966
42,158,59.01939
43,158,59.88063
44,158,60.72377
45,158,61.54919
46,158,62.35727
47,158,63.14836
48,158,63.92283
49,158,64.68102
50,158,65.42328
51,158,66.14994
52,158,66.86132
53,158,67.55776
54,158,68.23956
55,158,68.90703
56,158,69.56047
57,158,70.20019
58,158,70.82645
59,158,71.43956
60,158,72.03978
0,160,0.0
1,160,2.29031
2,160,4.52816
3,160,6.71475
4,160,8.85127
5,160,10.93886
6,160,12.97863
7,160,14.97168
8,160,16.91909
9,160,18.8219
10,160,20.68113
11,160,22.49777
12,160,24.27281
13,160,26.00719
14,160,27.70186
15,160,29.3577
16,160,30.97563
17,160,32.5565
18,160,34.10116
19,160,35.61045
20,160,37.08516
21,160,38.52611
22,160,39.93405
23,160,41.30974
24,160,42.65393
25,160,43.96733
26,160,45.25065
27,160,46.50457
28,160,47.72978
29,160,48.92693
30,160,50.09666
31,160,51.2396
32,160,52.35636
33,160,53.44755
34,160,54.51374
35,160,55.55551
36,160,56.57343
37,160,57.56803
38,160,58.53985
39,160,59.48942
40,160,60.41723
41,160,61.3238
42,160,62.2096
43,160,63.07512
44,160,63.92081
45,160,64.74713
46,160,65.55453
47,160,66.34344
48,160,67.11428
49,160,67.86746
50,160,68.6034
51,160,69.32247
52,160,70.02508
53,160,70.7116
54,160,71.38239
55,160,72.03782
56,160,72.67824
57,160,73.304
58,160,73.91542
59,160,74.51283
60,160,75.09657
0,162,0.0
1,162,2.49576
2,162,4.92923
3,162,7.30197
4,162,9.61549
5,162,11.87128
6,162,14.07076
7,162,16.21535
8,162,18.30641
9,162,20.34529
10,162,22.33328
11,162,24.27165
12,162,26.16165
13,162,28.00448
14,162,29.80132
15,162,31.55331
16,162,33.26157
17,162,34.92721
18,162,36.55127
19,162,38.1348
20,162,39.6788
21,162,41.18428
22,162,42.65218
23,162,44.08344
24,162,45.47899
25,162,46.8397
26,162,48.16645
27,162,49.46009
28,162,50.72145
29,162,51.95132
30,162,53.15051
31,162,54.31976
32,162,55.45983
33,162,56.57144
34,162,57.65532
35,162,58.71214
36,162,59.74258
37,162,60.74731
38,162,61.72697
39,162,62.68217
40,162,63.61353
41,162,64.52165
42,162,65.40711
43,162,66.27046
44,162,67.11227
45,162,67.93307
46,162,68.73338
47,162,69.51372
48,162,70.27459
49,162,71.01646
50,162,71.73982
51,162,72.44513
52,162,73.13283
53,162,73.80337
54,162,74.45718
55,162,75.09467
56,162,75.71625
57,162,76.32231
58,162,76.91325
59,162,77.48944
60,162,78.05125
0,164,0.0
1,164,2.71939
2,164,5.36483
3,164,7.93833
4,164,10.44184
5,164,12.87728
6,164,15.24648
7,164,17.55126
8,164,19.79336
9,164,21.97449
10,164,24.09631
11,164,26.16042
12,164,28.16841
13,164,30.12179
14,164,32.02205
15,164,33.87064
16,164,35.66895
17,164,37.41836
18,164,39.1202
19,164,40.77576
20,164,42.3863
21,164,43.95304
22,164,45.47717
23,164,46.95986
24,164,48.40223
25,164,49.80537
26,164,51.17036
27,164,52.49823
28,164,53.78998
29,164,55.04661
30,164,56.26907
31,164,57.45829
32,164,58.61516
33,164,59.74057
34,164,60.83538
35,164,61.90042
36,164,62.9365
37,164,63.9444
38,164,64.92489
39,164,65.87872
40,164,66.80661
41,164,67.70927
42,164,68.58738
43,164,69.44161
44,164,70.27261
45,164,71.08101
46,164,71.86743
47,164,72.63247
48,164,73.3767
49,164,74.10069
50,164,74.80499
51,164,75.49014
52,164,76.15666
53,164,76.80505
54,164,77.43581
55,164,78.04942
56,164,78.64634
57,164,79.22703
58,164,79.79193
59,164,80.34147
60,164,80.87606
0,166,0.0
1,166,2.96275
2,166,5.83772
3,166,8.62751
4,166,11.33465
5,166,13.96158
6,166,16.51068
7,166,18.98426
8,166,21.38455
9,166,23.71373
10,166,25.9739
11,166,28.16711
12,166,30.29533
13,166,32.36051
14,166,34.3645
15,166,36.30911
16,166,38.19611
17,166,40.02721
18,166,41.80405
19,166,43.52825
20,166,45.20136
21,166,46.82491
22,166,48.40035
23,166,49.92912
24,166,51.4126
25,166,52.85212
26,166,54.24899
27,166,55.60448
28,166,56.91981
29,166,58.19616
30,166,59.43471
31,166,60.63655
32,166,61.80279
33,166,62.93448
34,166,64.03264
35,166,65.09826
36,166,66.13231
37,166,67.13573
38,166,68.10941
39,166,69.05425
40,166,69.97109
41,166,70.86078
42,166,71.7241
43,166,72.56184
44,166,73.37477
45,166,74.1636
46,166,74.92907
47,166,75.67186
48,166,76.39264
49,166,77.09207
50,166,77.77077
51,166,78.42937
52,166,79.06845
53,166,79.6886
54,166,80.29038
55,166,80.87432
56,166,81.44097
57,166,81.99083
58,166,82.52439
59,166,83.04215
60,166,83.54457
0,168,0.0
1,168,3.22752
2,168,6.35088
3,168,9.37342
4,168,12.29842
5,168,15.129
6,168,17.86824
7,168,20.51906
8,168,23.08432
9,168,25.56679
10,168,27.96914
11,168,30.29395
12,168,32.54373
13,168,34.7209
14,168,36.8278
15,168,38.86669
16,168,40.83979
17,168,42.74919
18,168,44.59698
19,168,46.38512
20,168,48.11555
21,168,49.79014
22,168,51.41067
23,168,52.9789
24,168,54.49652
25,168,55.96516
26,168,57.38639
27,168,58.76175
28,168,60.09273
29,168,61.38074
30,168,62.62719
31,168,63.8334
32,168,65.00069
33,168,66.1303
34,168,67.22345
35,168,68.28132
36,168,69.30505
37,168,70.29574
38,168,71.25445
39,168,72.18222
40,168,73.08004
41,168,73.94889
42,168,74.7897
43,168,75.60336
44,168,76.39077
45,168,77.15276
46,168,77.89016
47,168,78.60376
48,168,79.29433
49,168,79.96261
50,168,80.60932
51,168,81.23516
52,168,81.8408
53,168,82.42689
54,168,82.99407
55,168,83.54294
56,168,84.0741
57,168,84.58811
58,168,85.08553
59,168,85.5669
60,168,86.03273
0,170,0.0
1,170,3.51553
2,170,6.90747
3,170,10.18016
4,170,13.3378
5,170,16.38443
6,170,19.32396
7,170,22.16015
8,170,24.89663
9,170,27.53691
10,170,30.08437
11,170,32.54228
12,170,34.91377
13,170,37.2019
14,170,39.40958
15,170,41.53965
16,170,43.59484
17,170,45.57778
18,170,47.49101
19,170,49.33698
20,170,51.11805
21,170,52.83651
22,170,54.49455
23,170,56.09431
24,170,57.63783
25,170,59.12708
26,170,60.56398
27,170,61.95036
28,170,63.28801
29,170,64.57863
30,170,65.82388
