Wavenumber,Absorbance,Wavenumber,Absorbance,Wavenumber,Absorbance,Wavenumber,Absorbance,Wavenumber,Absorbance
3608.514190,0.07967149,3608.514190,0.07857562,3608.514190,0.08147917,3608.514190,0.08820956,3608.514190,0.09757845
3602.671119,0.08290328,3602.671119,0.08183696,3602.671119,0.08493293,3602.671119,0.09200492,3602.671119,0.10179503
3596.828047,0.08627060,3596.828047,0.08524308,3596.828047,0.08854781,3596.828047,0.09598300,3596.828047,0.10621713
3590.984975,0.08977225,3590.984975,0.08879278,3590.984975,0.09232260,3590.984975,0.10014256,3590.984975,0.11084342
3585.141903,0.09340636,3585.141903,0.09248420,3585.141903,0.09625535,3585.141903,0.10448148,3585.141903,0.11567156
3579.298831,0.09717039,3579.298831,0.09631472,3579.298831,0.10034331,3579.298831,0.10899673,3579.298831,0.12069814
3573.455760,0.10106108,3573.455760,0.10028100,3573.455760,0.10458286,3573.455760,0.11368429,3573.455760,0.12591867
3567.612688,0.10507443,3567.612688,0.10437890,3567.612688,0.10896955,3567.612688,0.11853918,3567.612688,0.13132748
3561.769616,0.10920567,3561.769616,0.10860348,3561.769616,0.11349800,3561.769616,0.12355536,3561.769616,0.13691778
3555.926544,0.11344924,3555.926544,0.11294898,3555.926544,0.11816193,3555.926544,0.12872577,3555.926544,0.14268153
3550.083472,0.11779879,3550.083472,0.11740877,3550.083472,0.12295415,3550.083472,0.13404227,3550.083472,0.14860950
3544.240401,0.12224716,3544.240401,0.12197543,3544.240401,0.12786649,3544.240401,0.13949564,3544.240401,0.15469124
3538.397329,0.12678639,3538.397329,0.12664065,3538.397329,0.13288988,3538.397329,0.14507562,3538.397329,0.16091506
3532.554257,0.13140770,3532.554257,0.13139529,3532.554257,0.13801430,3532.554257,0.15077084,3532.554257,0.16726806
3526.711185,0.13610152,3526.711185,0.13622939,3526.711185,0.14322881,3526.711185,0.15656892,3526.711185,0.17373616
3520.868114,0.14085752,3520.868114,0.14113216,3520.868114,0.14852158,3520.868114,0.16245643,3520.868114,0.18030408
3515.025042,0.14566460,3515.025042,0.14609203,3515.025042,0.15387990,3515.025042,0.16841897,3515.025042,0.18695545
3509.181970,0.15051093,3509.181970,0.15109667,3509.181970,0.15929023,3509.181970,0.17444117,3509.181970,0.19367280
3503.338898,0.15538400,3503.338898,0.15613305,3503.338898,0.16473824,3503.338898,0.18050677,3503.338898,0.20043765
3497.495826,0.16027068,3497.495826,0.16118747,3497.495826,0.17020889,3497.495826,0.18659869,3497.495826,0.20723058
3491.652755,0.16515722,3491.652755,0.16624559,3491.652755,0.17568642,3491.652755,0.19269907,3491.652755,0.21403128
3485.809683,0.17002935,3485.809683,0.17129254,3485.809683,0.18115449,3485.809683,0.19878937,3485.809683,0.22081871
3479.966611,0.17487233,3479.966611,0.17631298,3479.966611,0.18659624,3479.966611,0.20485044,3479.966611,0.22757112
3474.123539,0.17967103,3474.123539,0.18129112,3474.123539,0.19199434,3474.123539,0.21086265,3474.123539,0.23426621
3468.280467,0.18441000,3468.280467,0.18621088,3468.280467,0.19733111,3468.280467,0.21680595,3468.280467,0.24088125
3462.437396,0.18907354,3462.437396,0.19105590,3462.437396,0.20258860,3462.437396,0.22266000,3462.437396,0.24739315
3456.594324,0.19364581,3456.594324,0.19580970,3456.594324,0.20774870,3456.594324,0.22840427,3456.594324,0.25377867
3450.751252,0.19811089,3450.751252,0.20045570,3450.751252,0.21279324,3450.751252,0.23401820,3450.751252,0.26001448
3444.908180,0.20245290,3444.908180,0.20497739,3444.908180,0.21770408,3444.908180,0.23948125,3444.908180,0.26607738
3439.065109,0.20665609,3439.065109,0.20935838,3439.065109,0.22246326,3439.065109,0.24477311,3439.065109,0.27194435
3433.222037,0.21070492,3433.222037,0.21358251,3433.222037,0.22705307,3433.222037,0.24987376,3433.222037,0.27759279
3427.378965,0.21458418,3427.378965,0.21763397,3427.378965,0.23145619,3427.378965,0.25476363,3427.378965,0.28300060
3421.535893,0.21827909,3421.535893,0.22149739,3421.535893,0.23565579,3421.535893,0.25942373,3421.535893,0.28814635
3415.692821,0.22177536,3415.692821,0.22515794,3415.692821,0.23963563,3415.692821,0.26383577,3415.692821,0.29300944
3409.849750,0.22505932,3409.849750,0.22860143,3409.849750,0.24338022,3409.849750,0.26798228,3409.849750,0.29757022
3404.006678,0.22811803,3404.006678,0.23181442,3404.006678,0.24687486,3404.006678,0.27184672,3404.006678,0.30181010
3398.163606,0.23093930,3398.163606,0.23478428,3398.163606,0.25010576,3398.163606,0.27541362,3398.163606,0.30571176
3392.320534,0.23351186,3392.320534,0.23749930,3392.320534,0.25306017,3392.320534,0.27866868,3392.320534,0.30925917
3386.477462,0.23582536,3386.477462,0.23994879,3386.477462,0.25572643,3386.477462,0.28159885,3386.477462,0.31243780
3380.634391,0.23787052,3380.634391,0.24212309,3380.634391,0.25809407,3380.634391,0.28419246,3380.634391,0.31523465
3374.791319,0.23963911,3374.791319,0.24401373,3374.791319,0.26015388,3374.791319,0.28643925,3374.791319,0.31763838
3368.948247,0.24112410,3368.948247,0.24561342,3368.948247,0.26189797,3368.948247,0.28833050,3368.948247,0.31963939
3363.105175,0.24231964,3363.105175,0.24691611,3363.105175,0.26331984,3363.105175,0.28985905,3363.105175,0.32122989
3357.262104,0.24322112,3357.262104,0.24791705,3357.262104,0.26441439,3357.262104,0.29101938,3357.262104,0.32240392
3351.419032,0.24382523,3351.419032,0.24861285,3351.419032,0.26517801,3351.419032,0.29180762,3351.419032,0.32315744
3345.575960,0.24412995,3345.575960,0.24900142,3345.575960,0.26560856,3345.575960,0.29222158,3345.575960,0.32348835
3339.732888,0.24413459,3339.732888,0.24908207,3339.732888,0.26570540,3339.732888,0.29226081,3339.732888,0.32339646
3333.889816,0.24383975,3333.889816,0.24885546,3333.889816,0.26546939,3333.889816,0.29192652,3333.889816,0.32288354
3328.046745,0.24324737,3328.046745,0.24832361,3328.046745,0.26490287,3328.046745,0.29122164,3328.046745,0.32195327
3322.203673,0.24236068,3322.203673,0.24748989,3322.203673,0.26400965,3322.203673,0.29015074,3322.203673,0.32061122
3316.360601,0.24118418,3316.360601,0.24635898,3316.360601,0.26279498,3316.360601,0.28872002,3316.360601,0.31886481
3310.517529,0.23972360,3310.517529,0.24493682,3310.517529,0.26126551,3310.517529,0.28693728,3310.517529,0.31672324
3304.674457,0.23798588,3304.674457,0.24323058,3304.674457,0.25942920,3304.674457,0.28481179,3304.674457,0.31419742
3298.831386,0.23597907,3298.831386,0.24124863,3298.831386,0.25729533,3298.831386,0.28235431,3298.831386,0.31129990
3292.988314,0.23371232,3292.988314,0.23900042,3292.988314,0.25487435,3292.988314,0.27957691,3292.988314,0.30804475
3287.145242,0.23119579,3287.145242,0.23649645,3287.145242,0.25217786,3287.145242,0.27649296,3287.145242,0.30444745
3281.302170,0.22844057,3281.302170,0.23374817,3281.302170,0.24921848,3281.302170,0.27311698,3281.302170,0.30052484
3275.459098,0.22545861,3275.459098,0.23076792,3275.459098,0.24600980,3275.459098,0.26946455,3275.459098,0.29629489
3269.616027,0.22226262,3269.616027,0.22756882,3269.616027,0.24256624,3269.616027,0.26555221,3269.616027,0.29177665
3263.772955,0.21886600,3263.772955,0.22416467,3263.772955,0.23890296,3263.772955,0.26139730,3263.772955,0.28699009
3257.929883,0.21528274,3257.929883,0.22056988,3257.929883,0.23503578,3257.929883,0.25701789,3257.929883,0.28195596
3252.086811,0.21152731,3252.086811,0.21679936,3252.086811,0.23098103,3252.086811,0.25243260,3252.086811,0.27669563
3246.243740,0.20761459,3246.243740,0.21286839,3246.243740,0.22675545,3246.243740,0.24766053,3246.243740,0.27123096
3240.400668,0.20355974,3240.400668,0.20879258,3240.400668,0.22237610,3240.400668,0.24272109,3240.400668,0.26558418
3234.557596,0.19937813,3234.557596,0.20458770,3234.557596,0.21786024,3234.557596,0.23763388,3234.557596,0.25977768
3228.714524,0.19508523,3228.714524,0.20026964,3228.714524,0.21322519,3228.714524,0.23241858,3228.714524,0.25383394
3222.871452,0.19069652,3222.871452,0.19585427,3222.871452,0.20848826,3222.871452,0.22709484,3222.871452,0.24777534
3217.028381,0.18622739,3217.028381,0.19135736,3217.028381,0.20366665,3217.028381,0.22168212,3217.028381,0.24162405
3211.185309,0.18169308,3211.185309,0.18679452,3211.185309,0.19877730,3211.185309,0.21619960,3211.185309,0.23540190
3205.342237,0.17710856,3205.342237,0.18218104,3205.342237,0.19383687,3205.342237,0.21066611,3205.342237,0.22913027
3199.499165,0.17248846,3199.499165,0.17753189,3199.499165,0.18886160,3199.499165,0.20509996,3199.499165,0.22282993
3193.656093,0.16784703,3193.656093,0.17286159,3193.656093,0.18386721,3193.656093,0.19951889,3193.656093,0.21652101
3187.813022,0.16319800,3187.813022,0.16818417,3187.813022,0.17886891,3187.813022,0.19393999,3187.813022,0.21022283
3181.969950,0.15855461,3181.969950,0.16351309,3181.969950,0.17388122,3181.969950,0.18837960,3181.969950,0.20395386
3176.126878,0.15392949,3176.126878,0.15886119,3176.126878,0.16891801,3176.126878,0.18285326,3176.126878,0.19773163
3170.283806,0.14933462,3170.283806,0.15424063,3170.283806,0.16399238,3170.283806,0.17737565,3170.283806,0.19157267
3164.440735,0.14478131,3164.440735,0.14966288,3164.440735,0.15911665,3164.440735,0.17196052,3164.440735,0.18549245
3158.597663,0.14028015,3158.597663,0.14513865,3158.597663,0.15430230,3158.597663,0.16662067,3158.597663,0.17950533
3152.754591,0.13584100,3152.754591,0.14067789,3152.754591,0.14955998,3152.754591,0.16136793,3152.754591,0.17362454
3146.911519,0.13147298,3146.911519,0.13628978,3146.911519,0.14489946,3146.911519,0.15621313,3146.911519,0.16786216
3141.068447,0.12718441,3141.068447,0.13198270,3141.068447,0.14032964,3141.068447,0.15116610,3141.068447,0.16222915
3135.225376,0.12298293,3135.225376,0.12776426,3135.225376,0.13585860,3135.225376,0.14623573,3135.225376,0.15673534
3129.382304,0.11887545,3129.382304,0.12364139,3129.382304,0.13149361,3129.382304,0.14142994,3129.382304,0.15138951
3123.539232,0.11486827,3123.539232,0.11962034,3123.539232,0.12724122,3123.539232,0.13675590,3123.539232,0.14619951
3117.696160,0.11096719,3117.696160,0.11570688,3117.696160,0.12310743,3117.696160,0.13222008,3117.696160,0.14117250
3111.853088,0.10717779,3111.853088,0.11190653,3111.853088,0.11909796,3111.853088,0.12782863,3111.853088,0.13631519
3106.010017,0.10350572,3106.010017,0.10822490,3106.010017,0.11521858,3106.010017,0.12358774,3106.010017,0.13163442
3100.166945,0.09995731,3100.166945,0.10466829,3100.166945,0.11147576,3100.166945,0.11950435,3100.166945,0.12713791
3094.323873,0.09654039,3094.323873,0.10124455,3094.323873,0.10787755,3094.323873,0.11558712,3094.323873,0.12283540
3088.480801,0.09326554,3088.480801,0.09796431,3088.480801,0.10443494,3088.480801,0.11184790,3088.480801,0.11874032
3082.637730,0.09014786,3082.637730,0.09484284,3082.637730,0.10116366,3082.637730,0.10830372,3082.637730,0.11487209
3076.794658,0.08720942,3076.794658,0.09190244,3076.794658,0.09808673,3076.794658,0.10497954,3076.794658,0.11125927
3070.951586,0.08448250,3070.951586,0.08917573,3070.951586,0.09523784,3070.951586,0.10191191,3070.951586,0.10794364
3065.108514,0.08201371,3065.108514,0.08670975,3065.108514,0.09266551,3065.108514,0.09915338,3065.108514,0.10498525
3059.265442,0.07986905,3059.265442,0.08457093,3059.265442,0.09043810,3059.265442,0.09677790,3059.265442,0.10246840
3053.422371,0.07813961,3053.422371,0.08285074,3053.422371,0.08864950,3053.422371,0.09488676,3053.422371,0.10050821
3047.579299,0.07694771,3047.579299,0.08167153,3047.579299,0.08742496,3047.579299,0.09361464,3047.579299,0.09925728
3041.736227,0.07645260,3041.736227,0.08119206,3041.736227,0.08692637,3041.736227,0.09313502,3041.736227,0.09891139
3035.893155,0.07685490,3035.893155,0.08161147,3035.893155,0.08735600,3035.893155,0.09366378,3035.893155,0.09971312
3030.050083,0.07839843,3030.050083,0.08317066,3030.050083,0.08895737,3030.050083,0.09545957,3030.050083,0.10195167
3024.207012,0.08136782,3024.207012,0.08614933,3024.207012,0.09201172,3024.207012,0.09881946,3024.207012,0.10595732
3018.363940,0.08608043,3018.363940,0.09085736,3018.363940,0.09682863,3018.363940,0.10406824,3018.363940,0.11208865
3012.520868,0.09287117,3012.520868,0.09761918,3012.520868,0.10372949,3012.520868,0.11154025,3012.520868,0.12071149
3006.677796,0.10206945,3006.677796,0.10675049,3006.677796,0.11302355,3006.677796,0.12155328,3006.677796,0.13216916
3000.834725,0.11396847,3000.834725,0.11852766,3000.834725,0.12497663,3000.834725,0.13437517,3000.834725,0.14674493
2994.991653,0.12878833,2994.991653,0.13315146,2994.991653,0.13977468,2994.991653,0.15018525,2994.991653,0.16461913
2989.148581,0.14663601,2989.148581,0.15070827,2989.148581,0.15748521,2989.148581,0.16903411,2989.148581,0.18582513
2983.305509,0.16746673,2983.305509,0.17113319,2983.305509,0.17802135,2983.305509,0.19080687,2983.305509,0.21020989
2977.462437,0.19105231,2977.462437,0.19418083,2977.462437,0.20111424,2977.462437,0.21519578,2977.462437,0.23740563
2971.619366,0.21696284,2971.619366,0.21940956,2971.619366,0.22629941,2971.619366,0.24168836,2971.619366,0.26681930
2965.776294,0.24456709,2965.776294,0.24618459,2965.776294,0.25292257,2965.776294,0.26957605,2965.776294,0.29764523
2959.933222,0.27305581,2959.933222,0.27370351,2959.933222,0.28016777,2959.933222,0.29798664,2959.933222,0.32890397
2954.090150,0.30148897,2954.090150,0.30104490,2954.090150,0.30710838,2954.090150,0.32594024,2954.090150,0.35950674
2948.247078,0.32886460,2948.247078,0.32723720,2948.247078,0.33277756,2948.247078,0.35242480,2948.247078,0.38834055
2942.404007,0.35420277,2942.404007,0.35134123,2942.404007,0.35625115,2942.404007,0.37648362,2942.404007,0.41436519
2936.560935,0.37663482,2936.560935,0.37253634,2936.560935,0.37673284,2936.560935,0.39730376,2936.560935,0.43670951
2930.717863,0.39548568,2930.717863,0.39019828,2930.717863,0.39362965,2930.717863,0.41429276,2930.717863,0.45475346
2924.874791,0.41033653,2924.874791,0.40395655,2924.874791,0.40660561,2924.874791,0.42713152,2924.874791,0.46818234
2919.031720,0.42105692,2919.031720,0.41372111,2919.031720,0.41560429,2919.031720,0.43579372,2919.031720,0.47700360
2913.188648,0.42779958,2913.188648,0.41967249,2913.188648,0.42083460,2913.188648,0.44052681,2913.188648,0.48152130
2907.345576,0.43095674,2907.345576,0.42221501,2907.345576,0.42272048,2907.345576,0.44179595,2907.345576,0.48227065
2901.502504,0.43108338,2901.502504,0.42189908,2901.502504,0.42182123,2901.502504,0.44019854,2901.502504,0.47992171
2895.659432,0.42879893,2895.659432,0.41932450,2895.659432,0.41873449,2895.659432,0.43636248,2895.659432,0.47516722
2889.816361,0.42468318,2889.816361,0.41504026,2889.816361,0.41399788,2889.816361,0.43084487,2889.816361,0.46861300
2883.973289,0.41918401,2883.973289,0.40945787,2883.973289,0.40800580,2883.973289,0.42404817,2883.973289,0.46068934
2878.130217,0.41255263,2878.130217,0.40279313,2878.130217,0.40095570,2878.130217,0.41616821,2878.130217,0.45159833
2872.287145,0.40481774,2872.287145,0.39504629,2872.287145,0.39283301,2872.287145,0.40718261,2872.287145,0.44130597
2866.444073,0.39580258,2866.444073,0.38602395,2866.444073,0.38343692,2866.444073,0.39688129,2866.444073,0.42957944
2860.601002,0.38518145,2860.601002,0.37539792,2860.601002,0.37244175,2860.601002,0.38493247,2860.601002,0.41606182
2854.757930,0.37256472,2854.757930,0.36278998,2854.757930,0.35948200,2854.757930,0.37097158,2854.757930,0.40036986
2848.914858,0.35759629,2848.914858,0.34786653,2848.914858,0.34424533,2848.914858,0.35469633,2848.914858,0.38219623
2843.071786,0.34004590,2843.071786,0.33042597,2843.071786,0.32655637,2843.071786,0.33595068,2843.071786,0.36139797
2837.228715,0.31987970,2837.228715,0.31046346,2837.228715,0.30643695,2837.228715,0.31478316,2837.228715,0.33805571
2831.385643,0.29729783,2831.385643,0.28820256,2831.385643,0.28413291,2831.385643,0.29147047,2831.385643,0.31249472
2825.542571,0.27273359,2825.542571,0.26408975,2825.542571,0.26010466,2825.542571,0.26650383,2825.542571,0.28526606
2819.699499,0.24681667,2819.699499,0.23875478,2819.699499,0.23498489,2819.699499,0.24054269,2819.699499,0.25709341
2813.856427,0.22030844,2813.856427,0.21294545,2813.856427,0.20951255,2813.856427,0.21434545,2813.856427,0.22879657
2808.013356,0.19402167,2808.013356,0.18744892,2808.013356,0.18445526,2808.013356,0.18868991,2808.013356,0.20120568
2802.170284,0.16873849,2802.170284,0.16301301,2802.170284,0.16053312,2802.170284,0.16429662,2802.170284,0.17508002
2796.327212,0.14513876,2796.327212,0.14027894,2796.327212,0.13835501,2796.327212,0.14176609,2796.327212,0.15104290
2790.484140,0.12374802,2790.484140,0.11973380,2790.484140,0.11837483,2790.484140,0.12153696,2790.484140,0.12953992
2784.641068,0.10490963,2784.641068,0.10168664,2784.641068,0.10087112,2784.641068,0.10386823,2784.641068,0.11082283
2778.797997,0.08878109,2778.797997,0.08626780,2778.797997,0.08594896,2778.797997,0.08884373,2778.797997,0.09495721
2772.954925,0.07535093,2772.954925,0.07344737,2772.954925,0.07356008,2772.954925,0.07639465,2772.954925,0.08184861
2767.111853,0.06447021,2767.111853,0.06306700,2767.111853,0.06353519,2767.111853,0.06633349,2767.111853,0.07128020
2761.268781,0.05589154,2761.268781,0.05487813,2761.268781,0.05562170,2761.268781,0.05839297,2761.268781,0.06295475
2755.425710,0.04930930,2755.425710,0.04858065,2755.425710,0.04952127,2755.425710,0.05226387,2755.425710,0.05653500
2749.582638,0.04439583,2749.582638,0.04385717,2749.582638,0.04492261,2749.582638,0.04762769,2749.582638,0.05167777
2743.739566,0.04083048,2743.739566,0.04040011,2743.739566,0.04152690,2743.739566,0.04418162,2743.739566,0.04805975
2737.896494,0.03832005,2737.896494,0.03793035,2737.896494,0.03906511,2737.896494,0.04165503,2737.896494,0.04539410
2732.053422,0.03661080,2732.053422,0.03620794,2732.053422,0.03730740,2732.053422,0.03981824,2732.053422,0.04343893
2726.210351,0.03549326,2726.210351,0.03503592,2726.210351,0.03606624,2726.210351,0.03848494,2726.210351,0.04199908
2720.367279,0.03480159,2720.367279,0.03425921,2720.367279,0.03519478,2720.367279,0.03750998,2720.367279,0.04092331
2714.524207,0.03440945,2714.524207,0.03376026,2714.524207,0.03458224,2714.524207,0.03678443,2714.524207,0.04009871
2708.681135,0.03422395,2708.681135,0.03345304,2708.681135,0.03414800,2708.681135,0.03622942,2708.681135,0.03944386
2702.838063,0.03417899,2702.838063,0.03327669,2702.838063,0.03383529,2702.838063,0.03578969,2702.838063,0.03890203
2696.994992,0.03422902,2696.994992,0.03318946,2696.994992,0.03360540,2696.994992,0.03542777,2696.994992,0.03843492
2691.151920,0.03434356,2691.151920,0.03316359,2691.151920,0.03343274,2691.151920,0.03511905,2691.151920,0.03801756
2685.308848,0.03450275,2685.308848,0.03318112,2685.308848,0.03330089,2685.308848,0.03484788,2685.308848,0.03763413
2679.465776,0.03469401,2679.465776,0.03323074,2679.465776,0.03319963,2679.465776,0.03460459,2679.465776,0.03727500
2673.622705,0.03490948,2673.622705,0.03330551,2673.622705,0.03312277,2673.622705,0.03438346,2673.622705,0.03693453
2667.779633,0.03514436,2667.779633,0.03340125,2667.779633,0.03306667,2667.779633,0.03418120,2667.779633,0.03660955
